rating,title,text,helpful_vote,verified_purchase
5,FX-8350 kicks a $1000 Intel!,"I am a Linux user and X264 encoding performance is important to me.  Code compilation speed is also important.<br /><br />I've just replaced my 1055T X6@3.4GHz with the FX-8350@4.7GHz.  I ran benchmarks before and after the conversion.  My X6 benchmarked X264 at 109fps and my FX-8350 benchmarks @190fps.  That's a 74% increase from a drop-in replacement!  Interestingly the Intel 990X benchmarks at 129fps on openbenchmarking.org, so it beats a $1000 chip by 47%!<br /><br />These are the benchmark results for a stock FX-8350, my X6@3.4 and my FX-8350@4.7.<br /><br />[...]<br /><br />Other hardware:<br /><br />Sabertooth 990fx rev 1 with BIOS 1604 (this link is for the 990fx rev 2) [[ASIN:B008YDJHWM ASUS SABERTOOTH 990FX R2.0 AM3+ AMD 990FX SATA 6Gb/s USB 3.0 ATX AMD Motherboard]]<br />Thermaltake water 2.0 [[ASIN:B007UIX1RE Thermaltake Water 2.0 Extreme/All In One Liquid Cooling System CLW0217]]<br />Corsair 800D case [[ASIN:B002JLAU58 Corsair Obsidian Series Black 800D Full Tower Computer Case (CC800DW)]]<br /><br />Sabertooth/FX-8350 tuning:<br /><br />Cool-n-quiet enable, C1E enabled (lower power consumption when system is idle)<br /><br />@3.5GHz : cpu offset voltage - 0.03125, load line calibration - high<br />@3.7GHz : cpu offset voltage - 0.0625, load line calibration - ultra high<br /><br />If you want the max bang for your buck, this is the chip!",125,False
1,LOOK FOR ANOTHER ITEM! This is not an Intel part,"I ordered 2 of these... What I got is a DELL adapter with NO WARRANTY. The first one worked but, because I ordered the second one as a backup item (and kept in on a shelf until it was needed) I am now told by Intel that it is NOT an Intel adapter and the amazon.com &#34;reseller&#34; (&#34;Sivart Vault&#34;) is refusing to offer any support because it is &#34;beyond the 30 days since purchase&#34;. BUYER BEWARE! THIS ITEM is NOT WORTH the price as it is NOT genuine.<br /><br />Check the attached picture of the item I purchased. You can see the part number (circled in red). Go ahead and &#34;Google&#34; it yourself and see what you get - DELL.",6,True
5,... a corsair kind of guy but this product is great! My friend runs a cooler Intel chip with ...,"I was going out on a limb buying his cooler because I'm a corsair kind of guy but this product is great! My friend runs a cooler Intel chip with a H60 than my AMD with this cooler. He runs at around 76 degrees on low loads and I run 60s with this cooler! Under stress test I only hit about 85 degrees, awesome product and awesome results. All degrees in fahrenheit.",0,True
5,Genuine Intel!,"Great product, can't beat this deal for the money!",0,True
5,Intel Core i7-8700K Desktop Processor,work good,0,True
5,No issues and easy install with the Intel data migration software,No issues and easy install with the Intel data migration software. I still have my first 40GB Intel SSD running and I've yet to have an issue with one.,0,True
5,I can't say anything bad about Intel SSD's,I can't say anything bad about Intel SSD's. I've installed at least 10 and have yet to see one fail.,0,True
5,the artificial intelligence that Alexa has is enough for me,I made a good investment by acquiring Alexa that I even bought another,0,True
5,Better than intel,I like the fact you can multi task on it compared to I7 8700 double the cores with almost the same value.,1,True
4,Best bang for the buck from Intel,Hoping it is good as the MSI motherboard I bought for it is D.O.A. Have had good luck with i3-3225 and expect this one to be just as good for non gaming use.,1,True
4,Intel has a Fight on it's Hands with AMD's Ryzen CPUs and Included Fans,"Nice to see AMD is back in the CPU fight.  Great bang for the buck.  Only thing is that is is the second generation of the first Ryzen chip set.  Expect Ryzen 2 out soon - within a year or so of this writing.  And not all &#34;AMD Ryzen Desktop 2000 Ready&#34; motherboards are, or if they are, you need to update the BIOS first.  The only thing that is both a pro and a con is the thermal paste on the included fan.  It is already on the fan heat sink, and so it is easy to get your fingers in it if you don't expect it.  It also means you don't have to worry if you got enough of the stuff on the CPU, and if it is spread properly.",4,True
5,Intelligent product design AND organized accessories / installation instructions,"The ability of the QualGear to rotate in every imaginable direction was exactly what I wanted/needed.  A nice surprise was receiving a product with EXCELLENT instructions and all the nuts, bolts, spacers, etc in separate LABELED bags!  Brilliant.  This is how every &#34;assembly required&#34; product should ship.",3,True
5,Western Digital Caviar Green 1 TB SATA III Intellipower 64 MB Cache Bulk/OEM,"nothing but pure awesomness, came in today and was packed very well. install was easy. this is my data drive my os/apps is a corsair forcegt ssd sata3",0,True
5,Sticking it to Intel!,I was a blue Man. But AMD has shifted the whole battle with the Ryzen processors. Great performance for the dollar.,0,True
5,"HP Pavillion HPE h8-13601 Desktop w/ 3rd Gen Intelcore i7-3770, 8GB RAM","1st of all I was really impressed by the way it was packaged when it arrived at my doorstep. It took a little while longer to get set-up than I was expecting. Once I got it going, i was extremely happy with the speed and the memory that it has. Windows 7 is awesome! I am really enjoying my purchase and the price was right. Thanks Amazon.",0,True
1,Macbook Pro Intel (2007-08),Im sure the product works fine and shipped and arrived in a timly manner. The problem is it dosen't fit my late 2007 Macbook Pro Intel Core Duo.,1,True
5,"Dell OptiPlex 7010 Minitower Desktop PC - Intel Core i5-3470, 3.2GHz, 8GB, 1TB, DVD,",This is a great machine for the price. It worked flawlessly out of the box. I am impressed with the speed. I would by from this cmp[any again!.,0,True
5,Intel Core i3-8350K,Used it to update the BIOS on a Z390 so i could use my 9900K.,0,True
4,Intel Core 2 Quad Q9550 Processor,"My purchased arrived on time, was package well and installed easily. The only draw back is that it is very slow. It works and works well but is slow.",0,True
5,Intel never lets me down,Great CPU for the price and Excellent performance,0,True
5,Intelligently Engineered and Surprisingly Solid,"Just arrived today and I am impressed. First, by the fact that it did arrive today, a mere ten days after ordering from China. I am on the West Coast, but still that's great processing and shipping.<br /><br />More importantly, I'm impressed by the fit and finish. The three parts feel beautifully machined and absolutely solid together. As an example, the L bracket has two protruding short cylinders that fit into receptacles on the bottom plate. They are so precise that the L bracket stays there without using the screw. Of course you still use the screw, but attachment feels really solid and it's really easy to screw on since you can use the other hand to hold the camera, not the bracket.<br /><br />As you can see in the photos, the bottom plate acts as a giant Acra Swiss plate, as does the L-bracket. This is crucial, of course, and makes your rig the tiniest bit lighter, as you don't need a quick release plate. According to my scale, the entire assembly weighs 115.4 grams. Minus the L-bracket and screw, 90.9 grams. Oh, yes, I can confirm the battery comes out easily with the grip on. The mic and HDMI ports are accesible and the screen can articulate out to about 170 degrees (though beyond 90 degrees it cannot articulate up or down) with the L-bracket attached. (But, seriously, I can't foresee needing the screen to articulate in these ways when the camera is attached to a tripod with the L-bracket.)<br /><br />As for feel, here's my only complaint: the gap between the right hand grip and the lens is small. With the 40-150mm lens, there's just enough room for my fingers to clear the lens barrel. With the 12-40mm, there isn't. It's still usable with my ring finger below the widest part of the barrel and my middle finger above it, but just barely and my fingers are not thick. If you don't have relatively narrow fingers, you cannot use this with Olympus's PRO series lenses (or, for sure, 4/3 or APS or FF lenses).<br /><br />Aside from that issue—and it's a big one—this grip is just great. Just be careful about the lens/finger gap: for you it might get one star. I'm giving it five because it works for me. And now I've told *you*, so dont buy it and give it one star! Caveat emptor. For everyone else: this grip is a steal.",13,True
